Unnamed: 0,Trip_ID,fare_amount,Trip_StartTime,Origin_longitude,Origin_latitude,Dest_longitude,Dest_latitude,passenger_count,Customer_ID,Driver_ID,driver_rated_for_trip,customer_rated_for_trip,Trip_cancellation,Cancelled_by,Reason,year,month,date,hour,minutes,seconds,Region
20,26777945,12.0,2015-06-30 18:58:15 UTC,-74.0023574829101,40.7282981872559,-73.9733963012696,40.7438316345215,1,C22916,D79708,4,5,0,0,0,2015,6,30,18,58,15,Restaurants
21,33521962,6.5,2015-06-30 18:37:57 UTC,-73.9566192626953,40.7781143188477,-73.9548873901367,40.7672348022461,1,C16964,D16930,5,2,0,0,0,2015,6,30,18,37,57,Airport
22,38414210,25.5,2015-06-30 18:31:17 UTC,-73.9661102294922,40.7580299377442,-74.0157852172852,40.7160263061523,1,C29861,D12789,3,5,1,Driver,Inappropriate behavior of customer,2015,6,30,18,31,17,Industrial_Zones
23,34562280,3.5,2015-06-30 18:00:27 UTC,-73.9499435424805,40.7838516235352,-73.9528198242188,40.7857704162598,1,C22177,D66365,5,3,0,0,0,2015,6,30,18,0,27,Sports_Arenas
24,29962546,8.0,2015-06-30 17:52:50 UTC,-73.9679183959961,40.7684555053711,-73.982421875,40.7788238525391,1,C49317,D12502,3,5,0,0,0,2015,6,30,17,52,50,SubwayStations
25,20545332,22.5,2015-06-30 17:18:12 UTC,-73.9887084960938,40.7228775024414,-73.9844512939453,40.7579574584961,1,C17356,D36668,3,5,0,0,0,2015,6,30,17,18,12,Tourist_Spots
26,23725296,16.0,2015-06-30 17:15:01 UTC,-73.9816436767578,40.7670135498047,-74.0067367553711,40.7413902282715,1,C27146,D64210,5,5,0,0,0,2015,6,30,17,15,1,Airport
27,4705467,11.5,2015-06-30 16:23:15 UTC,-73.9611358642578,40.7567558288574,-73.9828567504883,40.7715873718262,1,C23868,D49646,5,4,0,0,0,2015,6,30,16,23,15,Industrial_Zones
28,37011029,7.0,2015-06-30 16:09:27 UTC,-73.9919204711914,40.7379951477051,-74.000602722168,40.7245788574219,1,C50462,D26336,4,2,0,0,0,2015,6,30,16,9,27,Restaurants
29,40938018,9.5,2015-06-30 15:09:58 UTC,-73.9890060424805,40.7583656311035,-73.9738082885742,40.763427734375,2,C23164,D10560,5,5,0,0,0,2015,6,30,15,9,58,Restaurants
30,42209141,11.0,2015-06-30 14:23:47 UTC,-73.9900360107422,40.7406768798828,-73.9951248168945,40.7179222106934,1,C41429,D43171,2,2,0,0,0,2015,6,30,14,23,47,Tourist_Spots
31,51483924,8.0,2015-06-30 14:20:34 UTC,-73.9820098876953,40.7661895751953,-73.9867706298828,40.7527236938477,2,C29486,D27764,5,4,0,0,0,2015,6,30,14,20,34,Sports_Arenas
32,49650816,13.5,2015-06-30 14:17:28 UTC,-73.9736480712891,40.7543411254883,-74.0018081665039,40.7207794189453,1,C11029,D26625,4,5,0,0,0,2015,6,30,14,17,28,Tourist_Spots
33,8207582,4.5,2015-06-30 14:10:34 UTC,-73.9630813598633,40.7662506103516,-73.9694213867188,40.7643508911133,5,C50648,D63151,2,5,1,Customer,High trip charges,2015,6,30,14,10,34,Sports_Arenas
34,27438374,57.54,2015-06-30 14:08:03 UTC,-73.7901000976563,40.6433143615723,-73.9833831787109,40.7572937011719,1,C29244,D78629,4,4,0,0,0,2015,6,30,14,8,3,Restaurants
35,20081685,18.5,2015-06-30 13:49:12 UTC,-73.9916839599609,40.7546463012695,-73.9480056762695,40.8013725280762,1,C29244,D69622,1,3,0,0,0,2015,6,30,13,49,12,Sports_Arenas
36,3140093,10.5,2015-06-30 13:34:52 UTC,-73.9822235107422,40.769115447998,-74.0029602050781,40.752082824707,1,C26274,D44453,3,5,0,0,0,2015,6,30,13,34,52,Tourist_Spots
37,15945457,8.5,2015-06-30 13:34:05 UTC,-74.0029525756836,40.7604141235352,-73.9844436645508,40.763370513916,1,C22177,D69622,4,5,0,0,0,2015,6,30,13,34,5,Sports_Arenas
38,31846373,14.5,2015-06-30 13:25:55 UTC,-74.0108871459961,40.7164268493652,-73.9849243164062,40.7280082702637,1,C40291,D54605,5,2,0,0,0,2015,6,30,13,25,55,Tourist_Spots
39,2024228,10.0,2015-06-30 12:12:05 UTC,-73.9490203857422,40.7814826965332,-73.9565963745117,40.7669563293457,1,C39175,D26625,1,2,0,0,0,2015,6,30,12,12,5,Tourist_Spots
40,19070641,19.0,2015-06-30 11:53:15 UTC,-73.9860992431641,40.7568969726563,-74.0111236572266,40.7133140563965,1,C39251,D63200,4,4,0,0,0,2015,6,30,11,53,15,Industrial_Zones
41,12133556,40.04,2015-06-30 11:32:53 UTC,-73.9817199707031,40.7733612060547,-73.86181640625,40.7683906555176,1,C40152,D30700,2,3,0,0,0,2015,6,30,11,32,53,Tourist_Spots
42,44390406,4.0,2015-06-30 11:21:14 UTC,-73.9752426147461,40.7614555358887,-73.9801483154297,40.7546501159668,1,C50648,D38776,5,5,0,0,0,2015,6,30,11,21,14,Airport
43,4515911,8.0,2015-06-30 10:55:58 UTC,-73.9771347045898,40.7648162841797,-73.9775390625,40.7534980773926,1,C19620,D14244,5,4,0,0,0,2015,6,30,10,55,58,Airport
44,50164520,20.0,2015-06-30 09:55:45 UTC,-73.9934463500977,40.7290916442871,-73.9829788208008,40.7666206359863,1,C18935,D14244,4,4,0,0,0,2015,6,30,9,55,45,Industrial_Zones
45,15896882,29.04,2015-06-30 09:55:02 UTC,-73.8633499145508,40.7696723937988,-73.9446334838867,40.8083801269531,1,C51170,D14637,3,5,0,0,0,2015,6,30,9,55,2,Industrial_Zones
46,19806831,4.0,2015-06-30 09:20:08 UTC,-73.9925918579101,40.7429046630859,-73.986701965332,40.7398910522461,1,C37591,D65865,3,5,0,0,0,2015,6,30,9,20,8,Industrial_Zones
47,44513055,13.5,2015-06-30 08:49:14 UTC,-73.9889068603515,40.7100410461426,-73.9671783447266,40.7523765563965,1,C51793,D48465,5,5,0,0,0,2015,6,30,8,49,14,Industrial_Zones
48,43329667,10.5,2015-06-30 08:40:33 UTC,-73.9836654663086,40.7257804870605,-73.9951934814453,40.7407455444336,4,C17135,D99787,4,5,0,0,0,2015,6,30,8,40,33,Industrial_Zones
49,21446442,6.5,2015-06-30 08:16:19 UTC,-73.9750366210938,40.7550506591797,-73.9748992919922,40.7634353637695,1,C36127,D48465,3,5,0,0,0,2015,6,30,8,16,19,Airport
50,51123054,6.0,2015-06-30 07:52:34 UTC,-73.9843673706055,40.7647399902344,-73.9875717163086,40.753059387207,2,C51793,D89828,5,2,0,0,0,2015,6,30,7,52,34,Industrial_Zones
51,48730246,17.5,2015-06-30 07:46:24 UTC,-73.9773559570313,40.7871055603027,-74.0087356567383,40.7240333557129,1,C39632,D49646,3,4,0,0,0,2015,6,30,7,46,24,SubwayStations
52,23486838,8.0,2015-06-30 07:09:26 UTC,-73.979606628418,40.7570495605469,-73.9876480102539,40.7514190673828,2,C41429,D26625,3,2,0,0,0,2015,6,30,7,9,26,SubwayStations
53,20952201,13.0,2015-06-30 07:02:01 UTC,-73.9521484375,40.7782020568848,-73.9833526611328,40.7630386352539,1,C29861,D22175,2,5,0,0,0,2015,6,30,7,2,1,SubwayStations
54,40857680,9.5,2015-06-30 06:31:57 UTC,-73.9822311401367,40.7317733764649,-73.9586181640625,40.7642517089844,5,C52940,D18920,4,5,0,0,0,2015,6,30,6,31,57,Industrial_Zones
55,55229361,5.5,2015-06-30 06:27:47 UTC,-73.9619750976563,40.7638053894043,-73.9733123779297,40.7556762695313,1,C19492,D14244,5,3,0,0,0,2015,6,30,6,27,47,Sports_Arenas
56,8255652,3.5,2015-06-30 06:17:01 UTC,-73.9725646972656,40.7860260009766,-73.9769058227539,40.7800407409668,1,C22518,D54605,5,5,0,0,0,2015,6,30,6,17,1,SubwayStations
57,13708261,16.0,2015-06-30 05:48:02 UTC,-73.9110107421875,40.7759666442871,-73.9444580078125,40.7847557067871,1,C27146,D99787,3,5,0,0,0,2015,6,30,5,48,2,Restaurants
58,21024802,7.5,2015-06-30 04:59:22 UTC,-73.9802474975586,40.7606315612793,-73.9883804321289,40.7750930786133,2,C20815,D64210,3,5,0,0,0,2015,6,30,4,59,22,Restaurants
59,7383585,5.5,2015-06-30 02:14:12 UTC,-73.988021850586,40.7238121032715,-73.9898910522461,40.7342338562012,1,C40467,D16930,4,5,0,0,0,2015,6,30,2,14,12,Airport
60,50354907,75.54,2015-06-30 02:01:49 UTC,-73.7032623291016,40.6531181335449,-73.7032852172852,40.6531257629395,1,C49226,D16930,4,5,1,Customer,High trip charges,2015,6,30,2,1,49,SubwayStations
61,20622657,27.5,2015-06-30 01:31:06 UTC,-73.7818832397461,40.6447830200195,-73.7331924438477,40.7232933044434,1,C26841,D14244,3,4,0,0,0,2015,6,30,1,31,6,Restaurants
62,46411193,7.0,2015-06-30 00:55:32 UTC,-73.9640197753906,40.7772026062012,-73.9800338745117,40.7705421447754,1,C19492,D18920,2,5,0,0,0,2015,6,30,0,55,32,Market
63,33006320,11.0,2015-06-30 00:32:38 UTC,-74.0129776000977,40.7023582458496,-73.9924926757813,40.7436218261719,3,C22916,D63647,1,3,0,0,0,2015,6,30,0,32,38,Market
64,32574350,3.0,2015-06-30 00:21:32 UTC,-73.7771987915039,40.6449089050293,-73.7781524658203,40.6467704772949,1,C17207,D78629,2,5,0,0,0,2015,6,30,0,21,32,Market
65,34995672,7.5,2015-06-30 00:10:30 UTC,-73.9640502929688,40.7675590515137,-73.9864273071289,40.7559814453125,1,C52940,D22724,3,5,0,0,0,2015,6,30,0,10,30,Market
66,15430590,16.5,2015-06-29 23:19:15 UTC,-73.9852523803711,40.7686996459961,-74.0150680541992,40.7161483764649,2,C33762,D14326,5,3,0,0,0,2015,6,29,23,19,15,Sports_Arenas
67,22444637,11.5,2015-06-29 22:57:47 UTC,-74.007553100586,40.740909576416,-73.9842529296875,40.7610626220703,1,C49580,D16930,5,5,0,0,0,2015,6,29,22,57,47,Tourist_Spots
68,5071291,6.5,2015-06-29 22:37:18 UTC,-73.9568786621094,40.6988754272461,-73.9506454467773,40.706657409668,1,C51374,D48465,2,4,0,0,0,2015,6,29,22,37,18,Tourist_Spots
69,14032358,12.5,2015-06-29 22:21:43 UTC,-73.970703125,40.7559814453125,-74.0039749145508,40.7348251342773,1,C51247,D16930,5,5,0,0,0,2015,6,29,22,21,43,Airport
70,21810670,6.0,2015-06-29 22:20:53 UTC,-73.9885635375977,40.7454147338867,-73.9743957519531,40.74755859375,1,C38493,D50362,5,3,0,0,0,2015,6,29,22,20,53,Restaurants
71,43380862,4.5,2015-06-29 21:39:12 UTC,-73.9552841186523,40.7687759399414,-73.9537963867187,40.7750625610352,2,C26841,D14244,3,1,0,0,0,2015,6,29,21,39,12,Restaurants
72,31967702,11.5,2015-06-29 21:09:45 UTC,-73.9767608642578,40.7826957702637,-73.9777908325195,40.7534713745117,1,C15370,D22724,5,1,0,0,0,2015,6,29,21,9,45,Restaurants
73,8873449,8.5,2015-06-29 20:53:46 UTC,-73.9820327758789,40.7726974487305,-73.964584350586,40.8019599914551,4,C15722,D48465,1,4,0,0,0,2015,6,29,20,53,46,SubwayStations
74,25332092,9.0,2015-06-29 20:33:26 UTC,0.0,0.0,0.0,0.0,1,C14782,D34300,3,5,0,0,0,2015,6,29,20,33,26,Sports_Arenas
75,40054695,5.0,2015-06-29 20:29:04 UTC,-73.9436645507813,40.776668548584,-73.9549407958984,40.7801666259766,1,C42861,D26336,5,5,0,0,0,2015,6,29,20,29,4,Airport
76,24973480,9.5,2015-06-29 20:23:20 UTC,-73.97802734375,40.7573204040527,-74.0037460327148,40.7366638183594,1,C21009,D48465,5,4,0,0,0,2015,6,29,20,23,20,Industrial_Zones
77,32479137,6.5,2015-06-29 20:17:32 UTC,-73.9622497558594,40.7792663574219,-73.9799880981445,40.7759246826172,3,C39374,D56919,1,3,0,0,0,2015,6,29,20,17,32,Airport
78,18741021,10.0,2015-06-29 19:52:18 UTC,-73.9822158813477,40.7626457214356,-73.9629898071289,40.7673950195313,1,C17953,D11048,5,5,0,0,0,2015,6,29,19,52,18,Industrial_Zones
79,35037563,19.0,2015-06-29 19:42:35 UTC,-74.0060348510742,40.7064552307129,-73.9550399780273,40.7691688537598,1,C26748,D26336,4,5,0,0,0,2015,6,29,19,42,35,Restaurants
80,51954623,6.0,2015-06-29 19:37:54 UTC,-73.9821701049805,40.7739601135254,-73.9776763916016,40.7861747741699,2,C20492,D36024,4,5,0,0,0,2015,6,29,19,37,54,Restaurants
81,34315925,3.5,2015-06-29 19:32:55 UTC,-73.9668655395508,40.7700233459473,-73.963508605957,40.7751922607422,1,C49580,D61908,5,4,0,0,0,2015,6,29,19,32,55,Airport
82,9453142,8.0,2015-06-29 19:32:55 UTC,-73.9629440307617,40.758430480957,-73.9520263671875,40.7789497375488,1,C41429,D99787,3,5,0,0,0,2015,6,29,19,32,55,Industrial_Zones
83,24757392,6.5,2015-06-29 19:29:05 UTC,-73.9819793701172,40.7662010192871,-73.9642562866211,40.7679061889649,2,C31645,D99787,5,3,0,0,0,2015,6,29,19,29,5,Restaurants
84,48504462,12.0,2015-06-29 19:20:16 UTC,-73.9850234985352,40.7242317199707,-73.9696197509766,40.7595062255859,1,C15722,D78317,5,3,0,0,0,2015,6,29,19,20,16,SubwayStations
85,10850203,11.0,2015-06-29 19:17:24 UTC,-73.9970016479492,40.7220420837402,-73.9862518310547,40.7518615722656,4,C40238,D64210,3,5,0,0,0,2015,6,29,19,17,24,Restaurants
86,9025196,10.0,2015-06-29 18:46:38 UTC,-73.9834518432617,40.7646102905273,-73.9842910766601,40.748649597168,1,C39251,D36668,1,1,0,0,0,2015,6,29,18,46,38,Airport
87,32163575,9.0,2015-06-29 18:33:37 UTC,-73.9774932861328,40.7597770690918,-73.9830780029297,40.7717132568359,3,C26756,D11542,4,5,0,0,0,2015,6,29,18,33,37,Airport
88,51539712,5.0,2015-06-29 18:31:29 UTC,-73.9801864624023,40.783203125,-73.9855346679687,40.7785911560059,1,C34789,D76086,2,4,1,Customer,Delay in arrival,2015,6,29,18,31,29,SubwayStations
89,46392728,5.5,2015-06-29 18:06:16 UTC,-73.9821853637695,40.7781677246094,-73.9885177612305,40.7739601135254,1,C24739,D66365,4,3,0,0,0,2015,6,29,18,6,16,Airport
90,9727083,7.0,2015-06-29 18:00:22 UTC,-74.0036163330078,40.7268486022949,-73.9928741455078,40.7200508117676,1,C25836,D14244,5,5,0,0,0,2015,6,29,18,0,22,Restaurants
91,31406408,9.5,2015-06-29 17:48:17 UTC,-73.994514465332,40.7322769165039,-74.0096817016601,40.7188148498535,1,C39140,D66365,4,3,0,0,0,2015,6,29,17,48,17,Restaurants
92,36038207,6.5,2015-06-29 17:29:22 UTC,-73.9882278442383,40.7229995727539,-73.9908065795899,40.7339096069336,1,C15980,D55311,5,3,0,0,0,2015,6,29,17,29,22,Tourist_Spots
93,13352761,7.0,2015-06-29 16:39:33 UTC,-73.9826812744141,40.7456893920898,-74.0000991821289,40.7375946044922,1,C39184,D14244,4,3,0,0,0,2015,6,29,16,39,33,Sports_Arenas
94,10855588,18.0,2015-06-29 16:18:10 UTC,-73.994140625,40.7511711120606,-73.9591903686523,40.7720718383789,3,C51074,D34300,3,3,0,0,0,2015,6,29,16,18,10,Tourist_Spots
95,7984938,23.5,2015-06-29 15:53:23 UTC,-73.9603118896485,40.7661666870117,-73.992301940918,40.7494049072266,1,C16964,D83241,5,2,0,0,0,2015,6,29,15,53,23,Restaurants
96,15185798,12.5,2015-06-29 15:43:19 UTC,-73.9608764648438,40.7794418334961,-73.9707717895508,40.7675285339356,1,C27146,D27764,2,2,0,0,0,2015,6,29,15,43,19,Restaurants
97,21917207,17.0,2015-06-29 15:08:19 UTC,-74.0089416503906,40.7112693786621,-73.9844589233398,40.7429008483887,1,C21471,D11048,4,2,0,0,0,2015,6,29,15,8,19,Sports_Arenas
98,6312304,33.54,2015-06-29 14:38:38 UTC,-73.8632583618164,40.7699699401856,-73.9738464355469,40.7503852844238,2,C40238,D26625,4,5,0,0,0,2015,6,29,14,38,38,Restaurants
99,51221712,52.0,2015-06-29 14:15:11 UTC,-73.9789581298828,40.7618598937988,-73.7890930175781,40.6416206359863,5,C51673,D16930,5,2,0,0,0,2015,6,29,14,15,11,Tourist_Spots
100,29195776,6.0,2015-06-29 14:03:08 UTC,-73.9548568725586,40.7835922241211,-73.9603576660156,40.771411895752,3,C24982,D30656,4,2,0,0,0,2015,6,29,14,3,8,Industrial_Zones
101,1070019,57.54,2015-06-29 13:39:27 UTC,-73.7822875976562,40.6445426940918,-73.9900741577148,40.7591361999512,3,C42538,D79566,4,4,0,0,0,2015,6,29,13,39,27,Sports_Arenas
102,52301912,25.0,2015-06-29 13:38:21 UTC,-74.01025390625,40.7198524475098,-73.9728164672852,40.7580299377442,1,C46201,D50362,4,5,0,0,0,2015,6,29,13,38,21,Airport
103,1177671,6.5,2015-06-29 13:22:05 UTC,-74.0097198486328,40.7151832580566,-74.0068664550781,40.7088508605957,5,C17953,D99787,5,5,0,0,0,2015,6,29,13,22,5,Sports_Arenas
104,29586099,7.5,2015-06-29 13:15:25 UTC,-74.0081176757812,40.7221794128418,-74.0077514648438,40.7451705932617,1,C20815,D63219,4,2,0,0,0,2015,6,29,13,15,25,SubwayStations
105,51666859,7.5,2015-06-29 12:35:27 UTC,-74.0023956298828,40.7101020812988,-73.9943313598633,40.6946983337402,1,C26715,D12789,5,5,0,0,0,2015,6,29,12,35,27,Tourist_Spots
106,42408042,4.0,2015-06-29 12:33:21 UTC,-73.9904098510742,40.7405624389649,-73.9958877563477,40.7370681762695,1,C20147,D54605,1,5,0,0,0,2015,6,29,12,33,21,Sports_Arenas
107,51402774,5.5,2015-06-29 12:01:56 UTC,-73.9650726318359,40.7552108764649,-73.9749908447266,40.7541351318359,1,C31247,D30656,4,5,0,0,0,2015,6,29,12,1,56,Industrial_Zones
108,47500388,42.04,2015-06-29 10:54:24 UTC,-73.8983993530273,40.7536392211914,-73.9807662963867,40.7649993896484,1,C23164,D14244,4,5,0,0,0,2015,6,29,10,54,24,Industrial_Zones
109,7973720,6.0,2015-06-29 10:52:14 UTC,-73.9636535644531,40.7770843505859,-73.9765548706055,40.7753410339356,1,C19620,D26336,2,1,0,0,0,2015,6,29,10,52,14,Airport
110,27418562,6.5,2015-06-29 10:14:53 UTC,-73.9864501953125,40.7401657104492,-73.9787139892578,40.7507781982422,1,C38438,D14326,5,2,0,0,0,2015,6,29,10,14,53,SubwayStations
111,30175308,8.5,2015-06-29 09:44:03 UTC,-73.9925079345703,40.7243995666504,-73.9903182983398,40.7402610778809,1,C27365,D22724,3,4,0,0,0,2015,6,29,9,44,3,SubwayStations
112,47244102,12.0,2015-06-29 09:24:16 UTC,-74.0026397705078,40.7185363769531,-74.0059280395508,40.7049179077149,2,C44412,D78317,3,5,0,0,0,2015,6,29,9,24,16,SubwayStations
113,46697797,12.0,2015-06-29 09:04:46 UTC,-73.9809188842773,40.7557792663574,-73.9808883666992,40.755786895752,1,C27365,D55311,5,4,0,0,0,2015,6,29,9,4,46,Sports_Arenas
114,5290796,16.0,2015-06-29 08:52:46 UTC,-73.9598541259766,40.7108383178711,-74.0053329467773,40.7144508361816,1,C19492,D69622,2,3,0,0,0,2015,6,29,8,52,46,SubwayStations
115,5928718,12.5,2015-06-29 08:39:02 UTC,-73.9932632446289,40.7362480163574,-73.9750366210938,40.7625122070313,1,C44617,D78629,2,5,0,0,0,2015,6,29,8,39,2,SubwayStations
116,50194202,7.0,2015-06-29 08:27:55 UTC,-73.9635009765625,40.7658271789551,-73.9781799316406,40.7630805969238,1,C38670,D27764,3,2,0,0,0,2015,6,29,8,27,55,SubwayStations
117,519051,17.0,2015-06-29 08:06:07 UTC,-73.9520797729492,40.7780952453613,-73.9858932495117,40.7407913208008,2,C44412,D63219,4,5,0,0,0,2015,6,29,8,6,7,SubwayStations
118,24975573,7.0,2015-06-29 07:53:37 UTC,-73.9889221191406,40.7577934265137,-73.992073059082,40.742546081543,1,C44617,D76086,4,5,0,0,0,2015,6,29,7,53,37,Industrial_Zones
119,4507283,13.5,2015-06-29 07:23:10 UTC,-73.9688415527344,40.6397705078125,-73.9641494750977,40.6800880432129,5,C51170,D89828,5,5,0,0,0,2015,6,29,7,23,10,Industrial_Zones
120,27635548,4.5,2015-06-29 03:40:47 UTC,-74.0069808959961,40.728889465332,-74.0083770751953,40.719841003418,1,C29486,D11048,1,3,0,0,0,2015,6,29,3,40,47,Sports_Arenas
121,53802581,8.0,2015-06-29 01:32:05 UTC,-73.8927459716797,40.7467727661133,-73.8785781860352,40.7545547485352,1,C51374,D16930,4,5,0,0,0,2015,6,29,1,32,5,Airport
122,12081283,5.0,2015-06-29 01:19:12 UTC,-73.9791107177734,40.7615203857422,-73.9689636230469,40.7644309997559,2,C41239,D57089,4,4,1,Customer,High trip charges,2015,6,29,1,19,12,Restaurants
123,39690735,13.0,2015-06-29 01:17:52 UTC,-73.985725402832,40.7627220153809,-73.9434356689453,40.8018455505371,1,C50184,D99787,3,1,0,0,0,2015,6,29,1,17,52,Airport
124,40897000,9.5,2015-06-29 01:10:46 UTC,-73.9708862304687,40.7959899902344,-73.9525299072266,40.7895088195801,1,C38195,D48465,5,5,1,Customer,Change of plan,2015,6,29,1,10,46,Industrial_Zones
125,4239117,7.0,2015-06-29 01:00:13 UTC,-73.9919357299805,40.7158470153809,-73.9783401489258,40.7206916809082,1,C28260,D12502,4,5,0,0,0,2015,6,29,1,0,13,Restaurants
126,862465,10.5,2015-06-29 00:41:59 UTC,-73.9636383056641,40.7139129638672,-73.9302444458008,40.7040824890137,1,C16964,D14244,5,5,0,0,0,2015,6,29,0,41,59,Market
127,10987441,20.5,2015-06-29 00:34:25 UTC,-74.0068969726562,40.7310256958008,-73.9498748779297,40.7147369384766,1,C19620,D83241,5,2,0,0,0,2015,6,29,0,34,25,Market
128,23765720,7.0,2015-06-29 00:21:35 UTC,-74.0039520263672,40.7419815063477,-73.9888763427734,40.7314300537109,1,C39374,D79566,4,5,0,0,0,2015,6,29,0,21,35,Market
129,25871092,6.0,2015-06-28 23:51:15 UTC,-73.9967041015625,40.7445487976074,-73.9931793212891,40.7525367736816,3,C27084,D22175,5,1,0,0,0,2015,6,28,23,51,15,Restaurants
130,19568668,9.5,2015-06-28 23:36:15 UTC,-74.0040664672852,40.7382469177246,-73.986198425293,40.7664299011231,6,C44412,D55311,2,3,0,0,0,2015,6,28,23,36,15,Airport
131,7965999,19.5,2015-06-28 23:24:45 UTC,-73.9890289306641,40.726001739502,-73.9275894165039,40.7565650939941,6,C21471,D18920,4,5,0,0,0,2015,6,28,23,24,45,Airport
132,19484554,5.5,2015-06-28 23:17:30 UTC,-73.9775238037109,40.7793006896973,-73.982162475586,40.7684211730957,5,C39752,D89828,2,4,0,0,0,2015,6,28,23,17,30,Airport
133,18023421,7.0,2015-06-28 23:13:00 UTC,-73.9911651611328,40.7501792907715,-73.9801864624023,40.7388572692871,1,C49226,D34300,4,5,0,0,0,2015,6,28,23,13,0,SubwayStations
134,15844769,6.0,2015-06-28 22:24:34 UTC,-74.0050582885742,40.7194404602051,-73.9971923828125,40.7195816040039,1,C36609,D14637,3,3,0,0,0,2015,6,28,22,24,34,Tourist_Spots
135,39405062,12.5,2015-06-28 22:13:05 UTC,-73.9888000488281,40.7486267089844,-73.9963760375977,40.7203063964844,1,C16964,D63200,4,3,0,0,0,2015,6,28,22,13,5,Airport
